call_id,complaint_id,client_id,phonefinal,vruline,priority,type,outcome,server,date_received,ser_start,ser_exit
30317,CR0321300,C00002492,240-481-6543,AA0103,0,PS,AGENT,MICHAL,2/19/2013,10:36:49,10:41:08
30318,CR0321239,C00011978,338-268-7872,AA0213,0,NW,AGENT,ZOHARI,2/19/2013,11:38:24,11:40:23
30319,CR0321339,C00001160,477-789-8023,AA0214,2,PS,AGENT,BENSION,2/19/2013,14:21:34,14:27:14
30320,CR0320395,C00002907,665-623-7398,AA0209,0,NE,AGENT,ZOHARI,2/19/2013,12:03:39,12:17:02
30321,CR0317164,C00002045,414-186-6894,AA0213,2,PS,AGENT,MIKI,2/14/2013,10:56:28,11:13:08
30322,CR0316165,C00005333,992-428-3802,AA0213,0,PS,AGENT,MIKI,2/13/2013,14:45:23,14:58:34
30323,CR0316172,C00002330,639-572-8298,AA0209,0,PS,AGENT,MORIAH,2/13/2013,12:58:06,13:05:59
30325,CR0314572,C00000408,947-152-7466,AA0103,2,NE,AGENT,ANAT,2/12/2013,15:10:45,15:13:32
30326,CR0315067,C00002037,978-388-7148,AA0213,0,PS,AGENT,IDIT,2/12/2013,15:38:53,15:54:19
30327,CR0315131,C00000032,382-190-5330,AA0105,2,PS,AGENT,AVNI,2/12/2013,12:28:59,12:34:38
30328,CR0314710,C00012050,733-697-0183,AA0205,0,PS,AGENT,SHARON,2/12/2013,15:12:16,15:31:03
30329,CR0315068,C00004438,307-979-6963,AA0104,0,PS,AGENT,AVNI,2/12/2013,14:28:22,14:43:47
30332,CR0311729,C00003580,861-257-7124,AA0110,2,PS,AGENT,STEREN,2/8/2013,11:22:24,11:32:07
30333,CR0291709,C00004131,508-135-8779,AA0105,0,PS,AGENT,AVNI,2/7/2013,9:04:48,9:12:45
30334,CR0291481,C00000504,216-336-1409,AA0103,1,PS,AGENT,YITZ,2/6/2013,9:24:38,9:38:49
30335,CR0293175,C00003981,587-778-4601,AA0209,0,PS,AGENT,IDIT,2/6/2013,9:25:20,9:38:39
30336,CR0304801,C00007753,727-376-8507,AA0206,0,PS,AGENT,SHLOMO,2/6/2013,16:08:21,16:10:38
30337,CR0296695,C00000988,242-720-3713,AA0210,0,PS,AGENT,BASCH,2/5/2013,11:26:55,11:31:15
30338,CR0300080,C00000314,183-315-3173,AA0109,0,NE,AGENT,ELI,2/5/2013,9:01:04,9:17:14
30339,CR0293248,C00001256,989-965-6699,AA0106,0,PS,AGENT,MIKI,2/4/2013,9:38:08,9:47:20
30340,CR0294783,C00000994,478-016-1733,AA0203,2,PS,AGENT,MICHAL,2/4/2013,11:41:54,12:02:34
30341,CR0287730,C00003196,337-157-9712,AA0115,1,PS,AGENT,KAZAV,2/1/2013,15:30:08,15:30:21
30342,CR0286877,C00002081,420-770-2424,AA0105,0,PS,AGENT,TOVA,2/1/2013,16:21:19,16:28:52
30343,CR0288284,C00004587,814-000-4314,AA0202,0,PS,AGENT,ANAT,2/1/2013,9:11:41,9:21:58
30344,CR0286872,C00000001,367-171-6840,AA0202,0,NW,AGENT,IDIT,2/1/2013,9:37:03,9:52:27
30345,CR0285384,C00004557,242-346-6362,AA0101,0,PS,AGENT,BENSION,2/1/2013,16:44:12,16:48:17
30346,CR0282653,C00000489,752-960-3642,AA0204,0,PS,AGENT,YITZ,1/31/2013,13:29:12,13:44:38
30347,CR0282435,C00012092,137-407-4390,AA0206,2,NE,AGENT,AVIDAN,1/31/2013,16:12:38,16:22:12
30348,CR0282358,C00002883,464-341-9697,AA0115,2,PS,AGENT,KAZAV,1/31/2013,16:57:37,17:00:59
30349,CR0275788,C00000663,186-236-1122,AA0213,2,PS,AGENT,STEREN,1/30/2013,10:24:19,10:29:42
30350,CR0274687,C00002866,129-084-1932,AA0204,2,PS,AGENT,SHARON,1/30/2013,11:15:29,11:29:27
30351,CR0272933,C00002367,973-056-2895,AA0214,0,PS,AGENT,KAZAV,1/29/2013,9:34:33,9:42:39
30353,CR0271939,C00002702,906-122-5204,AA0101,0,NW,AGENT,TOVA,1/29/2013,9:37:20,9:41:08
30354,CR0265855,C00002794,886-514-9424,AA0205,0,PS,AGENT,DARMON,1/28/2013,16:56:53,16:57:09
30355,CR0267004,C00004414,716-609-3605,AA0110,0,PS,AGENT,IDIT,1/28/2013,9:24:48,9:28:55
30356,CR0264386,C00000313,955-233-2808,AA0106,0,PS,AGENT,SHARON,1/25/2013,16:28:12,16:34:18
30357,CR0263718,C00002562,592-308-8149,AA0109,0,PS,AGENT,TOVA,1/25/2013,15:00:04,15:01:12
30358,CR0257098,C00011979,810-315-3030,AA0101,2,PS,AGENT,KAZAV,1/23/2013,11:01:04,11:01:43
30359,CR0251390,C00001447,862-407-2039,AA0105,2,PS,AGENT,IDIT,1/22/2013,16:41:02,16:58:10
30360,CR0252709,C00000942,832-860-3965,AA0112,0,TT,AGENT,SHARON,1/22/2013,12:02:59,12:08:47
30361,CR0245003,C00001453,600-313-9205,AA0103,2,PS,AGENT,MORIAH,1/18/2013,16:31:25,16:48:14
30362,CR0245744,C00013556,972-899-2655,AA0110,0,PS,AGENT,KAZAV,1/18/2013,12:26:19,12:27:45
30364,CR0248640,C00002670,915-818-1976,AA0103,0,NW,AGENT,STEREN,1/18/2013,12:47:30,12:58:26
30365,CR0243620,C00001709,844-103-4039,AA0110,0,PS,AGENT,TOVA,1/18/2013,9:00:36,9:20:47
30366,CR0241484,C00002203,107-675-0031,AA0115,0,NW,AGENT,NO_SERVER,1/17/2013,9:32:31,9:43:23
30367,CR0245852,C00003992,617-618-6509,AA0101,0,NW,AGENT,AVNI,1/17/2013,10:30:05,10:44:33
30368,CR0247463,C00004462,212-162-5784,AA0206,0,PS,AGENT,GILI,1/17/2013,15:19:36,15:20:23
30369,CR0229995,C00003257,394-079-5449,AA0116,0,IN,AGENT,SHLOMO,1/14/2013,9:07:09,9:26:44
30370,CR0230181,C00000562,113-669-9431,AA0104,0,PS,AGENT,GILI,1/14/2013,11:02:20,11:10:57
30371,CR0230849,C00011574,212-472-8042,AA0210,2,PS,AGENT,MIKI,1/14/2013,9:45:31,9:58:00
30373,CR0225004,C00004634,185-216-4703,AA0205,0,NW,AGENT,YIFAT,1/8/2013,13:44:57,13:48:47
30374,CR0225043,C00000561,843-517-1583,AA0213,0,PS,AGENT,IDIT,1/8/2013,16:37:56,16:44:55
30375,CR0223964,C00002749,794-637-5964,AA0101,2,PS,AGENT,AVIDAN,1/7/2013,14:40:13,15:00:39
30376,CR0223123,C00001512,565-233-1228,AA0101,0,PS,AGENT,GILI,1/7/2013,15:59:30,16:16:31
30377,CR0222382,C00004763,315-020-7195,AA0102,0,PS,AGENT,DORIT,1/4/2013,14:17:30,14:17:57
30378,CR0222664,C00003252,256-150-2133,AA0205,0,PS,AGENT,YIFAT,1/4/2013,10:54:31,11:06:08
30379,CR0221797,C00000338,568-123-5924,AA0105,2,PS,AGENT,MICHAL,1/3/2013,12:00:06,12:13:48
30380,CR0219773,C00001567,716-634-4683,AA0106,0,PS,AGENT,DORIT,1/2/2013,12:32:31,12:35:25
30381,CR0219606,C00000930,855-235-3099,AA0101,1,PS,AGENT,YITZ,1/2/2013,11:01:30,11:10:38
30382,CR0219557,C00000734,127-697-9902,AA0105,2,NE,AGENT,TOVA,1/2/2013,11:28:34,11:40:01
30383,CR0219200,C00001209,623-904-6964,AA0214,2,NE,AGENT,KAZAV,12/31/2012,13:15:46,13:29:48
30384,CR0218797,C00002134,417-623-7015,AA0203,2,PE,AGENT,YIFAT,12/28/2012,12:38:47,12:58:55
30385,CR0218565,C00003340,815-631-3675,AA0106,2,PS,AGENT,MICHAL,12/28/2012,11:57:22,12:09:34
30387,CR0218168,C00003806,475-358-9664,AA0210,2,PS,AGENT,YITZ,12/27/2012,12:48:18,12:50:05
30389,CR0217350,C00004776,212-271-5275,AA0214,2,PS,AGENT,BENSION,12/26/2012,11:58:47,12:14:22
30390,CR0217612,C00005180,212-970-4352,AA0209,2,PS,AGENT,MORIAH,12/26/2012,10:28:56,10:49:05
30392,CR0214840,C00001425,228-330-0480,AA0107,0,TT,AGENT,AVIDAN,12/20/2012,11:22:03,11:30:19
30393,CR0214246,C00010382,354-125-0285,AA0109,0,NW,AGENT,KAZAV,12/20/2012,11:33:47,11:53:25
30394,CR0215093,C00005606,808-626-9008,AA0109,0,NE,AGENT,KAZAV,12/20/2012,13:06:07,13:21:36
30395,CR0213782,C00001661,698-613-6754,AA0109,2,NE,AGENT,KAZAV,12/19/2012,13:09:48,13:12:47
30397,CR0213729,C00003920,393-394-2849,AA0202,0,PS,AGENT,IDIT,12/19/2012,12:53:19,13:01:51
30398,CR0210049,C00011855,517-565-0282,AA0203,0,NE,AGENT,MORIAH,12/13/2012,9:26:31,9:29:21
30400,CR0209767,C00000672,578-113-6262,AA0215,2,PS,AGENT,AVNI,12/13/2012,9:44:04,9:57:54
30401,CR0209272,C00002430,996-964-9510,AA0213,0,PS,AGENT,MIKI,12/12/2012,11:49:02,12:03:10
30403,CR0209499,C00001476,545-355-2449,AA0109,0,PS,AGENT,STEREN,12/12/2012,12:45:02,12:54:21
30404,CR0209614,C00002616,218-841-3318,AA0204,2,PS,AGENT,KAZAV,12/12/2012,13:39:35,13:52:57
30405,CR0209251,C00000847,787-958-5584,AA0202,0,NW,AGENT,NO_SERVER,12/12/2012,15:14:12,15:21:46
30407,CR0212841,C00002959,627-499-1483,AA0104,2,PS,AGENT,DORIT,12/12/2012,10:54:28,10:56:13
30408,CR0208122,C00007234,349-348-0617,AA0115,0,PS,AGENT,MIKI,12/11/2012,15:01:34,15:16:52
30409,CR0207599,C00003629,713-412-9036,AA0209,0,NW,AGENT,BASCH,12/11/2012,12:07:40,12:21:54
30410,CR0207568,C00003999,891-837-6876,AA0101,2,PS,AGENT,AVIDAN,12/11/2012,16:35:25,16:45:08
30411,CR0207844,C00000530,590-134-9737,AA0205,0,NW,AGENT,IDIT,12/11/2012,14:55:41,14:56:26
30413,CR0206004,C00000827,603-666-9636,AA0205,0,PS,AGENT,GILI,12/7/2012,11:04:24,11:09:25
30414,CR0204762,C00000990,617-190-2879,AA0202,2,PS,AGENT,SHARON,12/7/2012,15:31:57,15:49:46
30415,CR0205149,C00004506,692-308-9768,AA0104,2,PS,AGENT,AVNI,12/6/2012,12:40:24,12:50:45
30416,CR0204864,C00002657,982-075-6244,AA0109,0,NE,AGENT,TOVA,12/6/2012,15:30:24,15:48:00
30417,CR0202787,C00000785,953-922-9590,AA0113,0,PS,AGENT,DORIT,12/5/2012,13:55:38,14:06:00
30418,CR0203040,C00003818,736-863-2020,AA0215,2,PS,AGENT,ANAT,12/4/2012,16:49:47,16:50:44
30419,CR0202539,C00004217,663-620-1150,AA0215,2,PS,AGENT,KAZAV,12/4/2012,12:31:18,12:51:33
30420,CR0202266,C00004717,901-775-0589,AA0110,0,PS,AGENT,BASCH,12/3/2012,13:48:11,13:55:05
30421,CR0202388,C00002810,323-745-1500,AA0115,0,NW,AGENT,YITZ,12/3/2012,13:29:53,13:30:15
30422,CR0201569,C00010209,617-060-9671,AA0109,2,PS,AGENT,BASCH,11/30/2012,12:26:56,12:46:32
30423,CR0201046,C00001111,508-174-1213,AA0109,0,PS,AGENT,MORIAH,11/30/2012,9:15:08,9:22:03
30425,CR0200614,C00001314,307-844-3173,AA0115,2,NE,AGENT,KAZAV,11/29/2012,15:17:20,15:32:44
30426,CR0199388,C00000310,726-281-9507,AA0101,0,PS,AGENT,ZOHARI,11/28/2012,12:42:10,12:43:20
30428,CR0197327,C00002534,212-115-8002,AA0213,0,PS,AGENT,AVIDAN,11/26/2012,14:35:56,14:36:21
30429,CR0197634,C00003952,103-884-0019,AA0113,0,PS,AGENT,KAZAV,11/26/2012,15:54:02,16:09:19
30430,CR0197448,C00005128,814-121-6492,AA0109,0,PS,AGENT,IDIT,11/26/2012,11:44:13,11:46:11
30432,CR0195061,C00001431,978-083-5388,AA0213,0,PS,AGENT,SHARON,11/20/2012,16:00:37,16:06:47
30433,CR0193987,C00001596,508-537-2145,AA0113,0,PS,AGENT,MICHAL,11/19/2012,11:02:19,11:04:38
30434,CR0192205,C00001419,116-966-8711,AA0214,2,PS,AGENT,DARMON,11/16/2012,11:04:52,11:24:14
30435,CR0191674,C00000513,480-963-2030,AA0109,2,PS,AGENT,DARMON,11/15/2012,12:40:36,12:44:47
30436,CR0192009,C00004493,504-598-3514,AA0205,0,NW,AGENT,SHLOMO,11/15/2012,13:13:11,13:29:55
30437,CR0189540,C00001970,303-194-9520,AA0204,1,PS,AGENT,YITZ,11/13/2012,16:40:30,16:45:20
30438,CR0189774,C00002371,610-520-7079,AA0213,1,PS,AGENT,ZOHARI,11/13/2012,14:02:07,14:20:36
30439,CR0188029,C00004240,767-205-7432,AA0109,0,PS,AGENT,ANAT,11/9/2012,16:29:25,16:47:42
30440,CR0188021,C00002159,819-660-3964,AA0109,0,PS,AGENT,BASCH,11/9/2012,10:55:51,10:58:45
30443,CR0185720,C00000642,679-459-3388,AA0214,0,NW,AGENT,SHARON,11/7/2012,14:19:23,14:36:19
30444,CR0185399,C00004481,212-343-7694,AA0106,0,PS,AGENT,YIFAT,11/6/2012,9:09:39,9:11:21
30445,CR0185313,C00007234,349-348-0617,AA0109,0,PS,AGENT,DORIT,11/6/2012,15:08:35,15:17:21
30447,CR0182369,C00003161,675-219-0395,AA0102,0,NW,AGENT,YITZ,10/31/2012,10:07:34,10:09:53
30449,CR0179970,C00006391,999-001-2485,AA0109,2,PS,AGENT,MORIAH,10/29/2012,13:56:25,14:09:07
30450,CR0180677,C00002379,786-840-6056,AA0112,1,TT,AGENT,ANAT,10/26/2012,9:58:27,10:04:47
30451,CR0178709,C00002915,430-261-5670,AA0203,1,PS,AGENT,IDIT,10/26/2012,12:37:29,12:56:53
30452,CR0178659,C00005013,490-923-0215,AA0103,2,PS,AGENT,MORIAH,10/26/2012,14:45:39,15:02:58
30453,CR0178970,C00003953,893-002-8383,AA0215,2,NE,AGENT,AVNI,10/26/2012,10:04:36,10:07:48
30454,CR0178333,C00003836,818-315-0369,AA0209,0,NW,AGENT,MICHAL,10/25/2012,14:20:53,14:35:11
30455,CR0178334,C00002945,709-525-5928,AA0108,0,TT,AGENT,NAAMA,10/25/2012,11:45:20,11:49:08
30456,CR0178381,C00000523,229-651-5918,AA0106,0,NW,AGENT,SHARON,10/25/2012,13:03:53,13:12:33
30457,CR0178499,C00002758,489-599-9586,AA0103,2,PS,AGENT,GILI,10/25/2012,14:19:36,14:32:37
30458,CR0177128,C00003280,506-762-1690,AA0106,0,PS,AGENT,BENSION,10/24/2012,12:23:15,12:31:20
30459,CR0177646,C00002880,781-617-8265,AA0102,0,NW,AGENT,BENSION,10/24/2012,9:37:04,9:51:22
30460,CR0176761,C00004233,749-219-3392,AA0201,0,NW,AGENT,NO_SERVER,10/23/2012,11:51:39,12:04:39
30461,CR0176763,C00002403,212-188-8216,AA0213,2,NE,AGENT,AVNI,10/23/2012,9:01:47,9:09:12
30463,CR0176958,C00004975,221-030-2308,AA0108,2,TT,AGENT,DORIT,10/23/2012,14:35:54,14:50:36
30465,CR0176727,C00003897,160-923-1644,AA0214,1,NE,AGENT,ELI,10/23/2012,9:28:36,9:28:55
30467,CR0175989,C00003948,947-219-9813,AA0102,2,PS,AGENT,AVIDAN,10/22/2012,9:28:35,9:41:04
30468,CR0175743,C00003479,212-727-3609,AA0214,1,PS,AGENT,YITZ,10/22/2012,11:57:17,12:10:03
30469,CR0176536,C00003539,168-947-2057,AA0109,2,PS,AGENT,AVNI,10/22/2012,16:45:37,17:01:20
30470,CR0174893,C00000480,431-064-8325,AA0104,0,PS,AGENT,NO_SERVER,10/19/2012,15:31:36,15:41:19
30471,CR0174872,C00002938,926-451-9819,AA0104,0,PS,AGENT,IDIT,10/19/2012,14:33:30,14:41:10
30472,CR0173994,C00000022,212-093-8170,AA0205,2,PS,AGENT,SHARON,10/18/2012,9:45:12,10:05:46
30473,CR0173954,C00003787,473-728-6748,AA0203,1,PS,AGENT,MIKI,10/18/2012,15:10:50,15:25:53
30474,CR0174071,C00002976,508-300-6419,AA0109,0,PS,AGENT,TOVA,10/18/2012,13:44:13,14:03:17
30475,CR0173216,C00000202,229-606-7389,AA0105,2,PS,AGENT,YITZ,10/17/2012,9:36:01,9:56:26
30476,CR0173046,C00004400,276-625-5689,AA0115,0,PS,AGENT,YIFAT,10/17/2012,13:57:04,14:04:38
30477,CR0171701,C00000733,402-772-2649,AA0103,2,PS,AGENT,SHARON,10/15/2012,9:00:43,9:13:37
30478,CR0171646,C00010282,212-057-2976,AA0210,0,NE,AGENT,ANAT,10/15/2012,14:29:45,14:40:13
30479,CR0171475,C00003603,376-039-5896,AA0202,0,PS,AGENT,IDIT,10/15/2012,11:19:37,11:35:24
30480,CR0171605,C00011685,385-156-0221,AA0105,0,NW,AGENT,BASCH,10/15/2012,14:11:05,14:21:12
30481,CR0169997,C00002345,631-530-8763,AA0106,2,PS,AGENT,KAZAV,10/12/2012,11:07:51,11:13:19
30482,CR0169544,C00001221,439-113-7916,AA0102,0,NW,AGENT,MIKI,10/11/2012,12:54:26,12:55:35
30483,CR0169556,C00004766,825-948-4689,AA0203,2,PS,AGENT,YITZ,10/11/2012,15:12:48,15:19:55
30484,CR0169503,C00003346,953-256-9737,AA0205,0,PS,AGENT,ANAT,10/11/2012,15:19:14,15:19:43
30486,CR0168737,C00001751,415-713-3774,AA0109,0,PE,AGENT,IDIT,10/10/2012,9:45:31,9:57:00
30487,CR0168804,C00004671,745-634-2227,AA0102,2,PS,AGENT,BASCH,10/10/2012,14:51:42,15:00:22
30488,CR0167801,C00001575,978-952-9887,AA0213,0,PS,AGENT,BENSION,10/9/2012,10:55:50,11:07:48
30489,CR0166697,C00005433,716-101-9418,AA0209,1,PS,AGENT,MORIAH,10/5/2012,12:22:16,12:34:27
30490,CR0166953,C00009670,442-679-7074,AA0115,0,PS,AGENT,AVNI,10/5/2012,12:29:37,12:31:07
30491,CR0165975,C00003936,970-867-1482,AA0102,0,PS,AGENT,MIKI,10/4/2012,13:49:31,13:59:44
30493,CR0165176,C00004217,542-365-6574,AA0115,0,PS,AGENT,MICHAL,10/3/2012,14:16:53,14:22:17
30494,CR0164804,C00003331,280-084-9010,AA0205,0,PS,AGENT,GILI,10/2/2012,13:59:52,14:11:37
30495,CR0164686,C00002278,914-912-6650,AA0206,2,PS,AGENT,SHARON,10/2/2012,12:42:20,13:01:58
30496,CR0164402,C00004376,258-930-2033,AA0215,1,PS,AGENT,IDIT,10/1/2012,12:33:41,12:51:32
30497,CR0164444,C00012490,253-511-4078,AA0206,2,PS,AGENT,MIKI,10/1/2012,15:01:08,15:07:58
30498,CR0164186,C00000441,212-826-4119,AA0209,1,PS,AGENT,KAZAV,10/1/2012,16:39:54,16:54:53
30499,CR0163898,C00005145,410-385-6183,AA0101,1,PS,AGENT,DORIT,9/28/2012,9:18:12,9:33:38
30500,CR0161208,C00005030,212-901-3102,AA0102,2,PS,AGENT,YIFAT,9/27/2012,11:29:24,11:47:20
30501,CR0161108,C00002615,735-110-6600,AA0209,2,PS,AGENT,STEREN,9/27/2012,16:35:23,16:45:57
30502,CR0160131,C00000346,342-397-4850,AA0109,2,PS,AGENT,AVNI,9/26/2012,12:19:05,12:27:58
30503,CR0160064,C00004680,500-398-8682,AA0202,0,PS,AGENT,GILI,9/26/2012,12:54:13,13:03:19
30504,CR0160165,C00009755,150-690-5225,AA0204,0,PS,AGENT,BENSION,9/26/2012,13:14:57,13:17:26
30505,CR0160214,C00002193,445-013-2369,AA0213,0,PS,AGENT,MICHAL,9/26/2012,16:01:30,16:07:21
30506,CR0159804,C00001114,617-563-9308,AA0101,0,PS,AGENT,SHARON,9/25/2012,14:35:00,14:54:59
30507,CR0159642,C00003420,498-282-7704,AA0206,0,NW,AGENT,TOVA,9/25/2012,15:13:13,15:18:24
30508,CR0159794,C00002610,212-209-9240,AA0214,0,NE,AGENT,IDIT,9/25/2012,9:29:25,9:31:20
30509,CR0159639,C00000932,429-998-2580,AA0101,0,NW,AGENT,YIFAT,9/25/2012,13:09:23,13:16:12
30510,CR0159747,C00000620,345-820-8090,AA0105,0,NW,AGENT,YIFAT,9/25/2012,9:55:13,10:01:24
30512,CR0159769,C00003016,125-456-8608,AA0213,0,NW,AGENT,MICHAL,9/25/2012,13:25:32,13:40:12
30514,CR0157478,C00001384,947-808-9764,AA0204,2,PE,AGENT,YIFAT,9/21/2012,12:46:45,13:02:26
30515,CR0157628,C00000866,607-721-7282,AA0203,0,PS,AGENT,AVIDAN,9/21/2012,9:15:26,9:31:29
30516,CR0157469,C00002528,166-534-0761,AA0101,0,NW,AGENT,AVNI,9/21/2012,14:47:35,14:58:28
30517,CR0156773,C00005240,933-440-4886,AA0113,0,PS,AGENT,DORIT,9/20/2012,12:51:52,13:04:26
30518,CR0156790,C00002370,366-476-8371,AA0210,2,PS,AGENT,ZOHARI,9/20/2012,14:08:39,14:22:41
30522,CR0152612,C00002008,663-446-8838,AA0102,2,PS,AGENT,YITZ,9/17/2012,16:04:54,16:19:25
30523,CR0154220,C00004342,290-638-5549,AA0202,2,PS,AGENT,STEREN,9/17/2012,11:26:50,11:30:20
30524,CR0152355,C00005760,694-587-8130,AA0204,0,PS,AGENT,NO_SERVER,9/13/2012,15:49:46,15:53:45
30525,CR0152223,C00001931,902-428-5241,AA0116,0,IN,AGENT,YIFAT,9/13/2012,10:58:38,10:59:27
30526,CR0152362,C00000006,813-629-5038,AA0209,0,PS,AGENT,KAZAV,9/13/2012,12:53:48,13:07:07
30527,CR0151607,C00000633,679-103-1451,AA0109,0,PS,AGENT,BASCH,9/12/2012,12:35:40,12:49:42
30528,CR0150686,C00000208,418-031-5599,AA0205,0,PS,AGENT,AVNI,9/11/2012,16:37:46,16:41:48
30529,CR0150682,C00003835,716-611-4184,AA0105,2,PS,AGENT,MORIAH,9/11/2012,14:10:06,14:14:38
30530,CR0149843,C00001175,212-875-6240,AA0203,0,NW,AGENT,SHARON,9/10/2012,12:54:52,12:56:51
30531,CR0149828,C00003243,617-395-9384,AA0204,0,PS,AGENT,YITZ,9/10/2012,10:59:09,11:19:53
30532,CR0149645,C00005399,996-027-6704,AA0206,2,PS,AGENT,BASCH,9/10/2012,15:56:23,16:08:46
30533,CR0149018,C00000021,894-384-1832,AA0206,0,PS,AGENT,SHLOMO,9/10/2012,16:18:20,16:19:51
30534,CR0148072,C00003414,389-105-1401,AA0214,2,PS,AGENT,TOVA,9/7/2012,14:21:00,14:35:24
30535,CR0148569,C00000732,460-365-4008,AA0103,0,PS,AGENT,TOVA,9/7/2012,14:35:18,14:37:41
30536,CR0148752,C00002361,617-413-3491,AA0106,0,NW,AGENT,YITZ,9/7/2012,10:49:43,11:04:56
30537,CR0147901,C00004877,619-190-2887,AA0203,0,PS,AGENT,ANAT,9/6/2012,11:24:08,11:33:42
30539,CR0146152,C00002758,212-899-9780,AA0202,1,PS,AGENT,TOVA,9/4/2012,16:32:33,16:49:50
30540,CR0144470,C00003882,650-075-0007,AA0214,0,NW,AGENT,MORIAH,8/30/2012,9:54:54,10:09:27
30542,CR0144994,C00002610,212-209-9240,AA0105,0,NW,AGENT,PINHAS,8/30/2012,16:12:10,16:20:31
30543,CR0143599,C00009997,397-340-7585,AA0210,0,NW,AGENT,IDIT,8/29/2012,11:44:08,12:03:05
30545,CR0143609,C00002747,222-045-5921,AA0204,2,NE,AGENT,ZOHARI,8/29/2012,12:30:52,12:40:09
30546,CR0143429,C00004091,611-662-1531,AA0106,2,PS,AGENT,GILI,8/28/2012,11:03:58,11:17:38
30547,CR0142319,C00002699,963-518-7612,AA0206,0,PS,AGENT,SHLOMO,8/27/2012,13:34:01,13:47:44
30548,CR0142431,C00002212,513-799-2738,AA0213,2,PS,AGENT,MIKI,8/27/2012,9:38:46,9:38:51
30550,CR0141797,C00003947,679-695-9269,AA0104,2,PS,AGENT,MORIAH,8/24/2012,11:58:05,12:04:50
30551,CR0140840,C00001159,931-890-0834,AA0103,0,NW,AGENT,YIFAT,8/23/2012,12:31:21,12:49:08
30552,CR0140839,C00010041,697-488-6131,AA0106,0,NW,AGENT,AVNI,8/23/2012,16:52:40,17:02:56
30554,CR0140026,C00003935,617-594-2704,AA0102,0,NW,AGENT,SHARON,8/22/2012,10:22:27,10:34:52
30555,CR0140148,C00003790,508-712-6071,AA0204,2,PS,AGENT,YIFAT,8/22/2012,16:12:36,16:29:21
30556,CR0139999,C00003314,686-878-5108,AA0105,0,PS,AGENT,ANAT,8/22/2012,13:58:36,14:16:16
30558,CR0139281,C00004044,189-364-3931,AA0210,1,PS,AGENT,AVNI,8/21/2012,9:54:06,10:04:05
30559,CR0138531,C00003103,565-809-7254,AA0202,1,PS,AGENT,ANAT,8/20/2012,13:03:09,13:23:07
30560,CR0138425,C00004041,617-926-0521,AA0204,0,PS,AGENT,BENSION,8/20/2012,10:06:04,10:23:58
30561,CR0137755,C00001154,994-484-6729,AA0110,0,PS,AGENT,MIKI,8/17/2012,14:43:08,14:55:07
30563,CR0137786,C00002836,978-810-0646,AA0215,0,PS,AGENT,STEREN,8/17/2012,16:21:45,16:34:24
30564,CR0137080,C00000239,212-712-8706,AA0106,0,NW,AGENT,YIFAT,8/16/2012,16:07:54,16:09:54
30565,CR0136292,C00003508,911-140-2030,AA0106,0,PS,AGENT,STEREN,8/15/2012,10:21:20,10:37:41
30568,CR0134910,C00004232,863-914-7253,AA0106,2,PS,AGENT,MORIAH,8/13/2012,9:02:20,9:13:10
30570,CR0133403,C00000241,674-103-6839,AA0113,0,PS,AGENT,GILI,8/10/2012,9:17:15,9:33:04
30571,CR0134018,C00001868,781-135-2190,AA0103,0,NW,AGENT,AVNI,8/10/2012,10:12:57,10:13:15
30572,CR0133902,C00001164,809-671-9428,AA0101,2,NE,AGENT,ZOHARI,8/10/2012,16:30:31,16:40:45
30573,CR0133045,C00009641,751-672-5553,AA0206,0,PS,AGENT,SHARON,8/9/2012,9:17:57,9:30:51
30574,CR0133150,C00001668,103-179-9616,AA0106,0,PS,AGENT,GILI,8/9/2012,9:52:09,10:05:29
30575,CR0132058,C00001946,141-964-8349,AA0103,0,PS,AGENT,DORIT,8/8/2012,14:20:41,14:29:31
30576,CR0131985,C00001107,781-875-5332,AA0102,0,PS,AGENT,BENSION,8/8/2012,13:09:30,13:20:16
30578,CR0131697,C00000693,240-817-4879,AA0101,2,PS,AGENT,MICHAL,8/7/2012,9:17:54,9:37:35
30579,CR0131741,C00002447,436-341-7372,AA0104,1,PS,AGENT,BASCH,8/7/2012,15:53:48,16:13:08
30580,CR0130517,C00000518,303-437-3114,AA0115,0,NW,AGENT,AVNI,8/6/2012,14:39:28,14:46:02
30581,CR0130530,C00000545,585-725-8251,AA0107,1,TT,AGENT,BASCH,8/6/2012,10:21:37,10:39:03
30582,CR0130678,C00004078,361-498-7381,AA0110,0,PS,AGENT,AVNI,8/6/2012,13:57:50,14:06:35
30583,CR0129473,C00007787,261-241-4645,AA0101,2,NE,AGENT,ANAT,8/3/2012,9:54:00,10:12:02
30584,CR0130343,C00005413,423-381-5136,AA0103,0,PS,AGENT,BASCH,8/3/2012,14:39:10,14:49:03
30586,CR0127308,C00001507,405-524-1656,AA0110,0,PS,AGENT,YIFAT,7/31/2012,11:01:20,11:18:44
30587,CR0127429,C00004464,156-631-9095,AA0102,0,PS,AGENT,STEREN,7/31/2012,11:41:59,11:45:42
30588,CR0127624,C00002663,566-528-0980,AA0104,2,PS,AGENT,MORIAH,7/31/2012,16:10:48,16:12:34
30590,CR0126517,C00000203,754-863-9022,AA0210,2,PS,AGENT,AVIDAN,7/30/2012,12:03:05,12:08:14
